,f,air,airBoneGap,ar_c,ar_u,bone,boneAbnormal,bser,history_buzzing,history_dizziness,history_fluctuating,history_fullness,history_heredity,history_nausea,history_noise,history_recruitment,history_ringing,history_roaring,history_vomiting,late_wave_poor,m_at_2k,m_cond_lt_1k,m_gt_1k,m_m_gt_2k,m_m_sn,m_m_sn_gt_1k,m_m_sn_gt_2k,m_m_sn_gt_500,m_p_sn_gt_2k,m_s_gt_500,m_s_sn,m_s_sn_gt_1k,m_s_sn_gt_2k,m_s_sn_gt_3k,m_s_sn_gt_4k,m_sn_2_3k,m_sn_gt_1k,m_sn_gt_2k,m_sn_gt_3k,m_sn_gt_4k,m_sn_gt_500,m_sn_gt_6k,m_sn_lt_1k,m_sn_lt_2k,m_sn_lt_3k,middle_wave_poor,mod_gt_4k,mod_mixed,mod_s_mixed,mod_s_sn_gt_500,mod_sn,mod_sn_gt_1k,mod_sn_gt_2k,mod_sn_gt_3k,mod_sn_gt_4k,mod_sn_gt_500,notch_4k,notch_at_4k,o_ar_c,o_ar_u,s_sn_gt_1k,s_sn_gt_2k,s_sn_gt_4k,speech,static_normal,tymp,viith_nerve_signs,wave_V_delayed,waveform_ItoV_prolonged,indentifier
10,history_fullnessf,0.022473278602005122,0.0031544343090786067,0.013275653546916339,0.01550508709267494,0.03101935508821841,0.023472956703379733,0.0014125918239131516,1.0,0.0029627179294384716,0.0019497499285437865,1.0,0.0011517608777382943,0.0024003230061189337,0.0049953507693730696,0.0011517608777382943,0.0015637882113042237,0.002147074394958763,0.0018371172582695946,0.0011517608777382943,0.0007981727897742488,0.0,0.0007981727897742488,0.0011517608777382943,0.0019497499285437865,0.00171054832083371,0.0013854808858645095,0.0007981727897742488,0.0,0.0007981727897742488,0.0007981727897742488,0.0,0.0007981727897742488,0.0007981727897742488,0.0007981727897742488,0.0007981727897742488,0.0020522443826904244,0.002694606940667212,0.0015637882113042237,0.002147074394958763,0.0007981727897742488,0.0,0.0013854808858645095,0.0007981727897742488,0.0007981727897742488,0.0011517608777382943,0.0007981727897742488,0.0,0.0,0.0007981727897742488,0.0,0.0007981727897742488,0.0019497499285437865,0.002147074394958763,0.0013854808858645095,0.0013854808858645095,0.0032796097879580132,0.002320054900927443,0.004725643822564993,0.016169916123398718,0.0011517608777382943,0.0018371172582695946,0.0011517608777382943,0.015035471688723111,0.0024003230061189337,0.002532193968233977,0.0007981727897742488,0.561212292938533,0.0011517608777382943,0.011812483401895682
11,history_heredityf,0.017935934415842902,0.005950036194117096,0.01004642349159999,0.008241244472098064,0.01375350476617992,0.009359361241523367,0.002418702357248957,0.0011517608777382943,0.005558872626315769,0.003447954213209426,0.0011517608777382943,1.0,0.004396011779404072,0.04328815757627023,0.0018037330570813488,0.002636374347763992,0.0038644492822082124,0.0032100563386475676,0.0018037330570813488,0.0011517608777382943,0.0,0.0011517608777382943,0.0018037330570813488,0.003447954213209426,0.0029433952115840542,0.002269171873035155,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.0036644382906577716,0.005007570160561409,0.002636374347763992,0.0038644492822082124,0.0011517608777382943,0.0,0.002269171873035155,0.0011517608777382943,0.0011517608777382943,0.0018037330570813488,0.0011517608777382943,0.0,0.0,0.0011517608777382943,0.0,0.0011517608777382943,0.003447954213209426,0.0038644492822082124,0.002269171873035155,0.002269171873035155,0.006204233001213242,0.00422801546099781,0.009258169576801995,0.008104808934508954,0.0018037330570813488,0.38697067127871587,0.0018037330570813488,0.012718421763147565,0.004396011779404072,0.004898188424588609,0.0011517608777382943,0.0018037330570813488,0.0018037330570813488,0.020918266315965387
12,history_nauseaf,0.020438333635935394,0.025948226684948186,0.03669990924181913,0.05130099103436722,0.05130963832775426,0.045332403954633414,0.17404228323254445,0.0024003230061189337,0.23098246746952592,0.008702522456285266,0.0024003230061189337,0.004396011779404072,1.0,0.002121336239116333,0.004396011779404072,0.0076949348387440036,0.5562219359906639,0.2276508063876291,0.004396011779404072,0.0024003230061189337,0.0,0.0024003230061189337,0.004396011779404072,0.011649365331764498,0.01691332391431941,0.006136701856645441,0.0024003230061189337,0.0,0.0024003230061189337,0.0024003230061189337,0.0,0.0024003230061189337,0.0024003230061189337,0.0024003230061189337,0.0024003230061189337,0.012800483413922472,0.03433901519852361,0.09615726158305025,0.004357539181699578,0.0024003230061189337,0.0,0.006136701856645441,0.0024003230061189337,0.0024003230061189337,0.004396011779404072,0.0024003230061189337,0.0,0.0,0.0024003230061189337,0.0,0.0024003230061189337,0.011649365331764498,0.01389121899641355,0.006136701856645441,0.006136701856645441,0.027431144966108503,0.015926845394275413,0.03382019641917671,0.05644834207576803,0.004396011779404072,0.010425998998220273,0.004396011779404072,0.03698101040938031,0.10292245583763496,0.024235330867662493,0.0024003230061189337,0.004396011779404072,0.20474225800361187,0.0821559528814391
13,history_noisef,0.017270928817128637,0.02635433669469104,0.024824902813094102,0.007845722276570105,0.03439450624113547,0.0,0.017792287837682542,0.0049953507693730696,0.002433964937631986,0.02969205032885195,0.0049953507693730696,0.04328815757627023,0.002121336239116333,1.0,0.009629494413215065,0.007987508663384893,0.009898980374491162,0.03181737442109422,0.009629494413215065,0.0049953507693730696,0.0,0.022401430684791095,0.004211286128259373,0.0040276449855059385,0.047621285773935845,0.016982331117487197,0.0049953507693730696,0.0,0.0049953507693730696,0.022401430684791095,0.0,0.0049953507693730696,0.022401430684791095,0.022401430684791095,0.0049953507693730696,0.014815879045902352,0.0014104536774485236,0.007987508663384893,0.036793411154001164,0.0049953507693730696,0.0,0.013999995160196833,0.0049953507693730696,0.0049953507693730696,0.009629494413215065,0.0049953507693730696,0.0,0.0,0.022401430684791095,0.0,0.0049953507693730696,0.006679761144844657,0.00047711789155315915,0.016982331117487197,0.0006203403377781149,0.062024488724987226,0.14179847451264632,0.016607118604966938,0.012800394319443024,0.04328815757627023,0.03181737442109422,0.04328815757627023,0.010383151869147837,0.04682397255656109,0.034882133896192956,0.0049953507693730696,0.009629494413215065,0.009629494413215065,0.19520367445295908
14,history_recruitmentf,0.0027042799802157905,0.005950036194117096,0.01004642349159999,0.009607971874210926,0.01375350476617992,0.009359361241523367,0.002418702357248957,0.0011517608777382943,0.12329673097780124,0.33759649226534383,0.0011517608777382943,0.0018037330570813488,0.004396011779404072,0.009629494413215065,1.0,0.002636374347763992,0.0038644492822082124,0.0032100563386475676,0.0018037330570813488,0.0011517608777382943,0.0,0.0011517608777382943,0.0018037330570813488,0.003447954213209426,0.0029433952115840542,0.002269171873035155,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.29925228526419323,0.005007570160561409,0.002636374347763992,0.0038644492822082124,0.0011517608777382943,0.0,0.002269171873035155,0.0011517608777382943,0.0011517608777382943,0.0018037330570813488,0.0011517608777382943,0.0,0.0,0.0011517608777382943,0.0,0.0011517608777382943,0.003447954213209426,0.0038644492822082124,0.002269171873035155,0.002269171873035155,0.006204233001213242,0.00422801546099781,0.009258169576801995,0.010529344590728105,0.0018037330570813488,0.0032100563386475676,0.0018037330570813488,0.01079125621073965,0.20474225800361187,0.004898188424588609,0.0011517608777382943,0.0018037330570813488,0.0018037330570813488,0.020918266315965387
15,history_ringingf,0.005928576938704471,0.006316931513002518,0.03501666435351696,0.036078425328867174,0.021854450808119336,0.017630498788816028,0.003888628443499377,0.0015637882113042237,0.11730578812684218,0.0057648615469051085,0.0015637882113042237,0.002636374347763992,0.0076949348387440036,0.007987508663384893,0.002636374347763992,1.0,0.006609125232894821,0.005287837229039014,0.002636374347763992,0.0015637882113042237,0.0,0.3124250692151112,0.002636374347763992,0.0057648615469051085,0.0047598445791166245,0.003471545836777805,0.0015637882113042237,0.0,0.0015637882113042237,0.0015637882113042237,0.0,0.0015637882113042237,0.0015637882113042237,0.0015637882113042237,0.0015637882113042237,0.006202558856272631,0.014404565269774147,0.004163558698546271,0.006609125232894821,0.3124250692151112,0.0,0.003471545836777805,0.0015637882113042237,0.0015637882113042237,0.002636374347763992,0.0015637882113042237,0.0,0.0,0.0015637882113042237,0.0,0.0015637882113042237,0.0057648615469051085,0.006609125232894821,0.003471545836777805,0.003471545836777805,0.011371362244200104,0.02737297691499583,0.02436508546638136,0.0009190207568212988,0.002636374347763992,0.005287837229039014,0.002636374347763992,0.006351082063670728,0.0076949348387440036,0.0990646767169006,0.0015637882113042237,0.17368188490028952,0.002636374347763992,0.03633529906566183
16,history_roaringf,0.004448020374966052,0.02085065073427247,0.02434654248681279,0.03948082571951691,0.02751859723100858,0.035651626833326934,0.006298987327730846,0.002147074394958763,0.2510169987510943,0.015975827676598994,0.002147074394958763,0.0038644492822082124,0.5562219359906639,0.009898980374491162,0.0038644492822082124,0.006609125232894821,1.0,0.30346052298369425,0.0038644492822082124,0.002147074394958763,0.0,0.002147074394958763,0.0038644492822082124,0.009790770390173445,0.027299221202240615,0.005325212764793983,0.002147074394958763,0.0,0.002147074394958763,0.002147074394958763,0.0,0.002147074394958763,0.002147074394958763,0.002147074394958763,0.002147074394958763,0.010701002628560843,0.0012134550987704547,0.13257277311256627,0.009590504035938082,0.002147074394958763,0.0,0.005325212764793983,0.002147074394958763,0.002147074394958763,0.0038644492822082124,0.002147074394958763,0.0,0.0,0.002147074394958763,0.0,0.002147074394958763,0.009790770390173445,0.011558364644180844,0.005325212764793983,0.005325212764793983,0.021982779093325255,0.013147326184651741,0.024718827776279727,0.026116253142090085,0.0038644492822082124,0.008816389748035593,0.0038644492822082124,0.015896520211973846,0.08246002407151388,0.018977221666793657,0.002147074394958763,0.0038644492822082124,0.2685737867267717,0.06695605376621203
17,history_vomitingf,0.008467613648605815,0.015154157774960158,0.016851340425766807,0.02717717533324567,0.02625951750319902,0.025202534117402583,0.004990627799909335,0.0018371172582695946,0.1294387318128162,0.030604684234341283,0.0018371172582695946,0.0032100563386475676,0.2276508063876291,0.03181737442109422,0.0032100563386475676,0.005287837229039014,0.30346052298369425,1.0,0.0032100563386475676,0.0018371172582695946,0.0,0.0018371172582695946,0.0032100563386475676,0.007578645725105383,0.04741806201810052,0.00433066603028616,0.0018371172582695946,0.0,0.0018371172582695946,0.0018371172582695946,0.0,0.0018371172582695946,0.0018371172582695946,0.0018371172582695946,0.0018371172582695946,0.008218420178392727,0.006017643529204059,0.06100293625286368,0.0866999695153335,0.0018371172582695946,0.0,0.0815548590519921,0.0018371172582695946,0.0018371172582695946,0.0032100563386475676,0.0018371172582695946,0.0,0.0,0.0018371172582695946,0.0,0.0018371172582695946,0.007578645725105383,0.008816389748035593,0.00433066603028616,0.00433066603028616,0.01592000407113422,0.00991505368169716,0.016451867322356442,0.02983937218540192,0.0032100563386475676,0.006887101772726362,0.0032100563386475676,0.01821502333005436,0.060379000572317355,0.01333943490911997,0.0018371172582695946,0.0032100563386475676,0.0032100563386475676,0.0496008436198801
18,late_wave_poorf,0.0027042799802157905,0.005950036194117096,0.026088506841204444,0.03047768133960587,0.023772433820673802,0.009359361241523367,0.6670677373764061,0.0011517608777382943,0.005558872626315769,0.003447954213209426,0.0011517608777382943,0.0018037330570813488,0.004396011779404072,0.009629494413215065,0.0018037330570813488,0.002636374347763992,0.0038644492822082124,0.0032100563386475676,1.0,0.0011517608777382943,0.0,0.0011517608777382943,0.0018037330570813488,0.003447954213209426,0.0029433952115840542,0.002269171873035155,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.0011517608777382943,0.08623782742648788,0.03726210607838771,0.002636374347763992,0.0038644492822082124,0.0011517608777382943,0.0,0.002269171873035155,0.0011517608777382943,0.0011517608777382943,1.0,0.0011517608777382943,0.0,0.0,0.0011517608777382943,0.0,0.0011517608777382943,0.003447954213209426,0.0038644492822082124,0.002269171873035155,0.002269171873035155,0.006204233001213242,0.00422801546099781,0.028185458174159395,0.027252211733175682,0.0018037330570813488,0.0032100563386475676,0.0018037330570813488,0.011379460936514894,0.004396011779404072,0.03185421025743277,0.0011517608777382943,0.0018037330570813488,0.0018037330570813488,0.020918266315965387
19,m_at_2kf,0.022473278602005122,0.056200259655077134,0.013275653546916339,0.01550508709267494,0.00917671082570215,0.004858736213021574,0.0014125918239131516,0.0007981727897742488,0.0029627179294384716,0.0019497499285437865,0.0007981727897742488,0.0011517608777382943,0.0024003230061189337,0.0049953507693730696,0.0011517608777382943,0.0015637882113042237,0.002147074394958763,0.0018371172582695946,0.0011517608777382943,1.0,0.0,0.0007981727897742488,0.0011517608777382943,0.0019497499285437865,0.00171054832083371,0.0013854808858645095,0.0007981727897742488,0.0,0.0007981727897742488,0.0007981727897742488,0.0,0.0007981727897742488,0.0007981727897742488,0.0007981727897742488,0.0007981727897742488,0.0020522443826904244,0.002694606940667212,0.0015637882113042237,0.002147074394958763,0.0007981727897742488,0.0,0.0013854808858645095,0.0007981727897742488,0.0007981727897742488,0.0011517608777382943,0.0007981727897742488,0.0,0.0,0.0007981727897742488,0.0,0.0007981727897742488,0.0019497499285437865,0.002147074394958763,0.0013854808858645095,0.0013854808858645095,0.0032796097879580132,0.002320054900927443,0.014350909069449146,0.013864644277210566,0.0011517608777382943,0.0018371172582695946,0.0011517608777382943,0.005455221886068972,0.0024003230061189337,0.04278999757885615,0.0007981727897742488,0.0011517608777382943,0.0011517608777382943,0.011812483401895682
20,m_cond_lt_1kf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.1253591560753355e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
