,f,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
51,V53intent1,0.349293009972848,0.38104064540061144,0.19844867572850147,0.3876097140451391,0.16758813538347575,0.39061402332836287,0.05108539048945624,0.25604916320183924,0.17196860518187815,0.37121641172612574,0.33693024549752726,0.3636917371344452,0.3941159207211692,0.23117541214143214,0.3093727945927976,0.24331980361853883,0.34806732045606137,0.31514390485980287,0.21520169698398683,0.2376720071081504,0.3068272569717565,0.1725481533357255,0.20771733113189952,0.39631468752321614,0.34271650343349663,0.30111990112376574,0.23410775738561065,0.23969345526145658,0.3055955131076795,0.1787284741967854,0.3724169097682887,0.3687328557944116,0.3856166307130315,0.3150079646604568,0.3958388993996985,0.2229925495071932,0.3168914978974711,0.13451915082680616,0.057999099582121016,0.10704182614804339,0.3833299603392192,0.3082528291983879,0.26673191870784374,0.34175106372282116,0.31408255279723063,0.36915538054822067,0.35889178220138374,0.38347720894001924,0.32973327822248316,0.3963533491642549,0.3723899722598809,1.0,0.14205565822757302,0.3445941916557638,0.29684136983331033,0.3885150840217159,0.3636497502731578,0.387500823191181,0.3022124491804201,0.2928679613902881,0.1622019137694702,0.37451645045053006,0.16774440480912844,0.48478642672378536,0.3725908782900324,0.37609359694051103,0.3011916348271325,0.14465943254460484,0.17023440819329633,0.39654605523618675,0.2501466156380423,0.31784381152395574,0.37485262417797927,0.1648395469931114,0.39020614395610304,0.20646323189476007,0.32761421672370494,0.3773160839232234,0.2948916670441996,0.3230208741411036,0.3925477832573145,0.3496251755702504,0.23897266129278355,0.3851909097317075,0.3547229318494747,0.14413957444107117,0.29709106516315487,0.15833065312863126,0.39176696631587626,0.025187014358914753,0.3604964276675109,0.29569191775570625,0.28540496583326985,0.18378221862905816,0.36087002614132435,0.11309293743622972,0.3144801441939743,0.29017768509862446,0.36890269094394085
52,V54intent1,0.16480877749577172,0.18966086817861494,0.07508643758601186,0.19742283502161237,0.06601311697370381,0.19178692785967527,0.018926078857645613,0.11391265923337457,0.06959392005168645,0.18292965391461652,0.15674864510656147,0.17398351812528212,0.2041780417958503,0.09676626675314763,0.13797747147127404,0.10105491962343233,0.16742177799197083,0.14625257099458566,0.0868190634146832,0.10007106831736834,0.1340946553386043,0.0648774129974409,0.08562509951322976,0.20147206865622705,0.15795022407789444,0.1352957284020239,0.09065327120495709,0.09907588775479877,0.13832767827288261,0.07291481265440426,0.18174544507510093,0.18206803631846583,0.19707252778328757,0.1490724184351692,0.19821410535873454,0.09301694703564271,0.1420648993118358,0.046138504123442906,0.022749643227221346,0.04135595124195707,0.19098162867012924,0.1406248305896106,0.11863486111340685,0.15996037280593295,0.14475035165466701,0.1810413626193329,0.17439496916553618,0.19474129596340561,0.15416089440210817,0.19749256344083227,0.18299606423292974,0.14205565822757302,1.0,0.15971805954772936,0.131672358864282,0.1948525623953334,0.1801491532344358,0.1957161736134086,0.13625412865876094,0.13237564824308667,0.06484500475882328,0.18474798523712335,0.06457406993438743,0.2833624561891302,0.18432008211101583,0.18349594338215885,0.13243936301314782,0.057232075513242886,0.06488319602583462,0.19998184782475004,0.10466460453742082,0.13981936214091126,0.18576339142859663,0.07105638836365923,0.19834306081787417,0.0876559337031971,0.15171568973242938,0.18533666557464268,0.13201824001154633,0.14295710704907677,0.19526526803221872,0.16353663393212822,0.10093668603502245,0.1967318199086301,0.16965130325538968,0.05688182338451864,0.1304406001769717,0.06118589909492586,0.2039941050109875,0.010528703330542889,0.17766298676136186,0.13049032407195113,0.12743848385383533,0.07353933522095495,0.17315905199944792,0.04352106179402607,0.13584818511898986,0.12479179195374265,0.17885815042931644
53,V55intent1,0.38210132628936466,0.41411351789072604,0.22460664033988822,0.42266350940938446,0.19308499409419883,0.41954599945879406,0.0689416631373634,0.2918377440208744,0.19503332018310307,0.4037682545360442,0.37177491858853695,0.39398951827623446,0.4263976536999213,0.2606398628697761,0.3408999794883305,0.2755189874024113,0.38014642412129684,0.3507590548066359,0.23675661371434076,0.26650344584116614,0.3396906290651084,0.19456165209425902,0.23609044285301597,0.4279317143999079,0.371779642672853,0.3355308971376505,0.2625953809870383,0.2720353567549137,0.33764519821001976,0.2054167892145133,0.40124956660287,0.4016141242382012,0.4178613971010407,0.3483685433020027,0.4280881281889805,0.253855272834905,0.34948414559651864,0.1518664805382234,0.07008856247747199,0.12417361042012626,0.41320649787720487,0.3419019794920586,0.29994325839543756,0.3734410215029459,0.34707386582813354,0.4057123566661947,0.39236979538230704,0.41711462117681164,0.3564177153147724,0.4269320240560607,0.4058955863310863,0.3445941916557638,0.15971805954772936,1.0,0.33374379622444356,0.42193977559891616,0.3932956771164413,0.4213926257522951,0.3363605511782224,0.31996026378283005,0.18577708729180867,0.40960928742912023,0.1888286368185372,0.5174670358788798,0.40527092147182137,0.4066252866581354,0.33484410914955,0.16853732741097807,0.19308950986862647,0.42717004579844503,0.28607955129432255,0.3492061068824436,0.4091509581044968,0.19253140642948074,0.4232775271408426,0.2387541084054695,0.36061474369628305,0.4070375463637496,0.3255448527136407,0.3564979168270326,0.42283721732068225,0.38018935110205176,0.26641225707410227,0.417331668314015,0.39067904985459856,0.16424082528559011,0.32880968249764364,0.18454691030568787,0.4263789149643609,0.026212594685305898,0.39599835323786337,0.33524411509787433,0.3210248161716336,0.20935010134196916,0.39541516128672716,0.13580366956116557,0.34797284699706194,0.32074640500340074,0.40255509214100255
54,V56intent1,0.33696628833838393,0.3754314415514149,0.1881670284968376,0.37729415520314036,0.16199021799452065,0.37935191257640116,0.05379958492993737,0.24833305540036882,0.16448242464441545,0.3626281836665297,0.3279287639102847,0.35084292403170975,0.38249975838753936,0.22352630885468736,0.2977861270980198,0.23324176828601606,0.3346679698058366,0.3038162289754185,0.2009306191012916,0.23374104490194772,0.29580357666309387,0.1625588337785815,0.20241619954149861,0.38454399912332476,0.3294274989048952,0.28923016381571426,0.22066748543876452,0.2311371628479219,0.297688223945976,0.17839260358349038,0.3601960013641591,0.3545574246133889,0.37454170291921574,0.3044007240335258,0.3850296429804452,0.21767682290819235,0.3066542159480255,0.12602086203793486,0.05759667826692113,0.1058453236319522,0.37244097937368503,0.29643931699379245,0.25661481397870645,0.32788485448041127,0.3066562455119499,0.3617425859927687,0.3502742916591138,0.37335693892737026,0.3150948985053305,0.38303136077792266,0.3597873178292512,0.29684136983331033,0.131672358864282,0.3337437962244436,1.0,0.37667081990351803,0.34997437928287706,0.38032026131812247,0.29192804323379284,0.2783246649595986,0.155944472688768,0.3654149084076156,0.1594609823901011,0.47538540307416005,0.3619519438186306,0.3613634390613441,0.29234703836930526,0.1392457455917297,0.164070723296354,0.37991071304405,0.24458040569992526,0.30919888135053625,0.3629564873795587,0.1573305991914918,0.3846637049735117,0.19722162113373035,0.31945651472427394,0.36649483353852,0.2863558516559837,0.31106226194363334,0.3783040057318176,0.3333674546448032,0.22678258445214816,0.3717856460972846,0.34255678893334723,0.13343573090632316,0.28627957664642306,0.15367923723951488,0.379219428849228,0.02633465058907892,0.35400052067616683,0.2925219726624355,0.2767103847819183,0.17766150174712264,0.3495431766695765,0.10848874077581443,0.3057147667714375,0.27932263769987986,0.35830348487666247
55,V57intent1,0.4288723211375971,0.46103469506879363,0.2665978943632408,0.46892103299412846,0.23356571684233124,0.46581222023204355,0.07803107632049612,0.33606490703247743,0.24154116908246664,0.45417061274996423,0.4165296944891075,0.4413183591948902,0.4709207379567005,0.3055850114458385,0.3885876237397035,0.32188367883882285,0.4265983826659526,0.3939918315265218,0.2788178780722263,0.310993109975923,0.3892016406576404,0.23635181665364227,0.2733844110585699,0.4765777539517409,0.4228921421831201,0.38385012625077747,0.3075903667092488,0.3179223308366712,0.38309048545835656,0.24917110850559385,0.45033932525601283,0.4496255121295457,0.4676624196656178,0.39615139914502706,0.47583091852490933,0.2980546275948,0.3924846512265911,0.18942954200858142,0.09161700499848999,0.15923335961922913,0.45983495739204844,0.3877433183276389,0.3466734881615524,0.41885074562378244,0.3965150861574066,0.4494912998024332,0.4391143834058123,0.46432031437934274,0.4060394962413246,0.4750591179416674,0.44961146012770603,0.3885150840217159,0.1948525623953334,0.42193977559891616,0.3766708199035181,1.0,0.4424259192926561,0.4707258730693761,0.3803264836372607,0.3724354070227713,0.2285362734034791,0.45407085579682166,0.22484826932362947,0.5604934158991487,0.45236821614470357,0.4515402577213495,0.3803818298805688,0.2023680144416047,0.22907703787952485,0.47277814279402186,0.3275480580420863,0.3989400098968001,0.4525527276136096,0.23117179514526423,0.4704617768843996,0.28139009830725986,0.40774559109208347,0.4582286126237413,0.37182675729266007,0.40028630614289973,0.4703780928088346,0.4284460869086165,0.3114290190424302,0.4655614447181371,0.43404643256899017,0.19972571153295943,0.37233003655222335,0.22346423566450768,0.4689412798108483,0.03626688107159129,0.44365180666456483,0.37715207074800294,0.36458276030485176,0.24960877920762292,0.4407177162465777,0.16653793571879105,0.39330402375293666,0.36891964347198297,0.4500159044675387
56,V58intent1,0.3988495284502733,0.4320230191914623,0.24211856871226164,0.4408499401801227,0.2124062744771695,0.4407691456249454,0.07589978386639244,0.30846884379318124,0.2139234173727243,0.42714209836914074,0.3919140994702598,0.41346824592211867,0.44977539994600174,0.2840445799090761,0.3634671222259288,0.296644633429747,0.40026695104155363,0.3692492523152273,0.2556924098364323,0.2815610458410867,0.3599301867766825,0.2068108410586154,0.25042497645274436,0.44814937501983965,0.39314112736670753,0.3517056769163137,0.28024079616805697,0.29429026691183946,0.35860135634198276,0.2204621315470987,0.4211629336098191,0.422003157555048,0.44196803552956554,0.3662739724832133,0.4451965578126984,0.2732474589081077,0.36609478007480595,0.1650437101444379,0.0784365687714654,0.13729838518126172,0.4330662387514673,0.3599120617959843,0.3178732970736864,0.3921943839839741,0.368938978762444,0.4222091267657095,0.4085026318739284,0.43685809303398204,0.38019390165836064,0.4466268678894235,0.42553511342409633,0.3636497502731578,0.18014915323443578,0.3932956771164413,0.349974379282877,0.44242591929265623,1.0,0.4408481061915402,0.3526521542123605,0.3419472410395219,0.20709281216280748,0.4267287395401993,0.20216617410077187,0.5351328910850182,0.4267656593414486,0.42750644157274204,0.35540453518506526,0.18388780241888286,0.20879479868707243,0.4442365500770587,0.3024588138426527,0.37177380584382147,0.4284118736241754,0.21001534418126,0.44478116830655495,0.2527330123942485,0.3801887771212821,0.432455829890617,0.3453342843087731,0.3721867481349959,0.44327260120544915,0.3982326259173317,0.2853499065707881,0.44014357080103844,0.4079782902306695,0.1772376462544392,0.3477778455537766,0.19478216562693926,0.44396739438605554,0.03481421403385493,0.4157292848243452,0.3489300249881095,0.33690529831222576,0.22681274231689735,0.4134849718871258,0.1465411250499059,0.3677519057224873,0.3452522838718412,0.4236845942796336
57,V59intent1,0.4287492055507566,0.4613898640596599,0.26416680534134973,0.47084042390814707,0.2302849472943444,0.46731911142253957,0.08118751909817566,0.3346779350760604,0.24179455866164695,0.45548727677649353,0.41932763892285574,0.44360589669776146,0.47373810239703346,0.3079974228496416,0.38788863731726486,0.31757242721613427,0.42909922296610054,0.39296502959464424,0.28274005914318406,0.3120222925023002,0.3898434577193794,0.23481552354326418,0.27462331524161226,0.47613407731924295,0.41987320285432994,0.38536485217071614,0.3047757458058241,0.32142724192307004,0.3826838363146212,0.2481902057621739,0.4502802178397611,0.4522409726834968,0.4673294772683428,0.3983191640195781,0.47498535609468717,0.300988128968452,0.39377106121714733,0.19478074978209975,0.0890311302103685,0.1562151810774298,0.46205112943350485,0.38972113571517675,0.3457347335173953,0.4175534674510101,0.40035237949690455,0.44999184136023374,0.43911788649485306,0.4649501139794963,0.40671316060516005,0.4738333383752472,0.4515321630105977,0.387500823191181,0.1957161736134086,0.4213926257522951,0.38032026131812247,0.4707258730693761,0.4408481061915403,1.0,0.38493057065566716,0.3730295529779942,0.2290685924402467,0.4527371954219997,0.2271277369324484,0.5610616009966011,0.4533051967743728,0.45598519100519824,0.3805263923596169,0.20518265158482302,0.2288261989874156,0.4747419363495316,0.3299043788217735,0.39799072155557197,0.45562226174643805,0.23199877107447373,0.4724717008474616,0.2823737014212133,0.41003654935966516,0.4578746544206574,0.3739117684155301,0.4024845975653412,0.47064713851097345,0.4260233338911585,0.3155897818526672,0.46521596202986437,0.4358407100988201,0.20045865213802333,0.3768187400258932,0.21984646430549204,0.47120002372305647,0.03765342931178445,0.4442524607820239,0.38154873984844445,0.365029071098074,0.25228347319045363,0.44105313195214263,0.16545985449503556,0.3973262661648918,0.37165412465269704,0.45067550773777265
58,V60intent1,0.3404997304850818,0.3754687926077064,0.19200049492570376,0.3851684894441797,0.16524343865006957,0.38215881640715815,0.05273024945114988,0.2527384431686648,0.17164723950460795,0.3656907301437681,0.33023814821064107,0.35359560972043996,0.38799122220809934,0.22787280664718426,0.29950164318049477,0.23753037227030666,0.3386132942306269,0.3111393709828645,0.20218521441441376,0.2320246487385372,0.3050705915922552,0.16555542531189057,0.19739773258295457,0.38888651152909326,0.3367952454731058,0.29914038187346126,0.22213327282107884,0.23623394317701205,0.29648864084335547,0.17147354447368227,0.36725652387088686,0.36125907480476294,0.3809424536500516,0.30859802301032513,0.389793301104729,0.2197105614567668,0.30633355317827604,0.12826011687240432,0.05925511344787985,0.10353927123275346,0.37426302479911133,0.30047397943015514,0.26256293570234207,0.3329741765697867,0.3143428455780889,0.3657395321277612,0.3546703800273452,0.37594169907119435,0.3195748852002178,0.3860907109695649,0.3655943970417924,0.3022124491804201,0.13625412865876094,0.3363605511782224,0.29192804323379284,0.3803264836372607,0.3526521542123605,0.38493057065566716,1.0,0.2800795378988605,0.15730554356905796,0.3673705580536205,0.15982612587908754,0.4804757401002056,0.36696692895734656,0.36859192804653407,0.29784408401205,0.13809686580787087,0.16076406348575284,0.38774511676789225,0.24623550772952987,0.31586415848577803,0.3646294962626085,0.164398942506528,0.3866155528990914,0.2023063688536695,0.3219681706873136,0.36998045406451496,0.2859488659651777,0.3153882428966925,0.3852589379781725,0.340973359528146,0.23333974604770577,0.3787810612581773,0.352383527520176,0.13627971085921353,0.28817155264837296,0.15065341817719763,0.3820751965026662,0.02377031097339711,0.35410827754872976,0.29277017045248543,0.28070298405381416,0.1828308194902539,0.35361268940718016,0.11439784368135728,0.30868558481182695,0.2844103055262157,0.36276703645686376
59,V61intent1,0.3303200002990598,0.36287227732846217,0.1811293306909893,0.3704228591670871,0.15891157149227733,0.3665515207578587,0.052821371086901166,0.23787479833420522,0.16063634653646938,0.35278274523070563,0.3196569586049427,0.34321513109918406,0.37447398543113064,0.21615122854596613,0.2896416811689287,0.22983316450217156,0.325949621280645,0.2941424545277225,0.1928291978854612,0.22351919611360696,0.28999047307908005,0.1521219537547102,0.18902590103397904,0.3770844965982263,0.3219132007079297,0.28930614492332346,0.2104041340976078,0.2275368561965301,0.28379888375557727,0.1653718775793359,0.3491409771770577,0.3542054015668725,0.36679676698441444,0.29698412808120433,0.37384600253953293,0.21048525467641763,0.2952534303534274,0.12548288535895621,0.05393324954970826,0.09588824445216267,0.3626239674012121,0.28974430090532477,0.24670745303471625,0.3232505266991577,0.29671424803515917,0.35320133117180436,0.3370377498808384,0.36237107352378073,0.3046152588947077,0.37229494830723503,0.3541615125165115,0.2928679613902881,0.13237564824308667,0.3199602637828301,0.27832466495959857,0.3724354070227713,0.34194724103952195,0.3730295529779943,0.2800795378988605,1.0,0.15423999631881338,0.3544039536566652,0.15447034358786463,0.4634714429898864,0.35141525501716175,0.35118762400374487,0.2844516722641588,0.13299901720186522,0.15109415517656122,0.3772231815822105,0.23069076684179796,0.30199276908002354,0.3530197044035027,0.15348581773278394,0.37043297286158433,0.19199517328146157,0.31141997710776725,0.35573836915552826,0.27583730846259885,0.30179137852135335,0.3689755645224205,0.3272731702184637,0.2191951882383172,0.3687373065387138,0.33663626184897916,0.13076756393728806,0.28059880880445265,0.14717883013416658,0.3728309284570631,0.023552210376789395,0.34204298697059743,0.2806416622290838,0.26889712405162564,0.1638379556968658,0.3415249113735995,0.10599496728042679,0.2971194501924142,0.27222039072970006,0.3457410961372629
60,V62intent1,0.19240267387581023,0.21749939163626564,0.0923899799277457,0.22423265349274676,0.07242295709030529,0.22106541593398307,0.024069199676069637,0.1305806851384301,0.08070864834066904,0.2133094677470876,0.18494888415459407,0.1997323441937666,0.23100031713657132,0.11321750921808231,0.16521232745337902,0.12148498076985009,0.18955115241038353,0.1686450326283633,0.09955034601610224,0.11197461526087807,0.16363313054169068,0.07346210774938923,0.10065111186990537,0.23189182320652016,0.1877261537572092,0.15778697643246634,0.10985100622819596,0.11415299209666362,0.16085984640456355,0.08528327020135575,0.20432959168369877,0.2175090772451833,0.22082732655667406,0.16804187610202959,0.23218576286982218,0.11005738691068115,0.16639679404702495,0.06167416827000207,0.02824323180849903,0.045810996537480164,0.22151839044351612,0.15926325247941742,0.13487162528111526,0.18856996390585737,0.1693409661923324,0.2107530672104016,0.20538241834726673,0.22545382510331077,0.17910693802251687,0.22748853354177798,0.21497561044318422,0.16220191376947024,0.06484500475882328,0.18577708729180867,0.155944472688768,0.2285362734034791,0.20709281216280742,0.2290685924402467,0.15730554356905796,0.1542399963188134,1.0,0.2138893315544803,0.07260224580927595,0.31531750652756596,0.21369508411978771,0.21492276368773675,0.1572846422930806,0.06503461908226943,0.07841251322115224,0.23194388531212357,0.12654350977164086,0.16906262910271033,0.2101621579777887,0.07951534635875299,0.2267355390036249,0.10073842914950806,0.1788147382961053,0.2148421007249426,0.15174112984631383,0.17082432517937546,0.22463912960137414,0.19330491856264545,0.11464981427360936,0.22341243049455625,0.19872717286547117,0.06350795582481969,0.15650817309315365,0.07515175888910207,0.2269632499818489,0.009934950682033159,0.20291630804492208,0.15651807356025954,0.14850788979371204,0.08564785502377538,0.2046441020180455,0.0492386100893145,0.16781073652309766,0.14968385300133152,0.2082387310899074
61,V63intent1,0.4174299692268828,0.4479663005550177,0.255510046115087,0.45650391110990535,0.21931965245870483,0.4543518184108975,0.08161606973431436,0.3199902081543174,0.22552626366395348,0.44118194527377563,0.4045142681097925,0.4291781632868821,0.45754930362484836,0.2955408836833781,0.3710470571671544,0.3108803417180002,0.411050152581278,0.3799992058628882,0.27163191389947877,0.29788188911229907,0.37075129076950786,0.2210218342775349,0.2623643910921128,0.46110450416803356,0.4062523875383039,0.3714737940606521,0.29128671212135626,0.3020352728347647,0.36945977038647226,0.23249713909432007,0.43677539847037683,0.4352162356816257,0.45111304595644597,0.381028937782119,0.4625282773414271,0.2838221190883224,0.38045950288327735,0.17869879985136808,0.0864304208015212,0.14395263490195848,0.44695492996820735,0.37377846726003394,0.33348045015183475,0.40556376655260423,0.38478903368565526,0.4390133011824077,0.4242880329490499,0.4488438603093776,0.3910204385124574,0.4605524095393454,0.4388537647837627,0.37451645045053,0.18474798523712335,0.40960928742912023,0.36541490840761554,0.45407085579682166,0.42672873954019924,0.45273719542199964,0.36737055805362057,0.3544039536566652,0.2138893315544803,1.0,0.21463089886104764,0.5469832698163526,0.4380309794819887,0.44243126399354066,0.3642952103598672,0.1947325374119197,0.21856440715833236,0.46123443048133894,0.3154436180823534,0.3811347177368406,0.43725969773944445,0.22325661681817535,0.4567320442373622,0.2660245286783463,0.3924283137869808,0.4400260199390947,0.35909554489574036,0.38629860942121974,0.4551061580667928,0.4153053959885693,0.29990309785062663,0.45339320700356406,0.4222228036189309,0.1930667351594173,0.3602409571611995,0.20972546174256046,0.45760073227608794,0.03632441979175663,0.42753660095378365,0.36165182038795207,0.3501052832165456,0.23616989496211507,0.42661120067595143,0.1545723370358084,0.37857714813529025,0.35535545232455595,0.43558335561194866
62,V64intent1,0.1962147918926723,0.2201409596025035,0.09560465672232915,0.2330423693148972,0.07455721176355214,0.22716378036362733,0.026795130289101382,0.13322563553438074,0.08041342066745145,0.2138956176092257,0.18918302960902456,0.20817704236296464,0.23099869240628382,0.11477956398434196,0.1660126453181763,0.12540396805712348,0.19452782097884552,0.16576686544207686,0.10312617574875327,0.11562120438709429,0.16411631960919865,0.0810032359275636,0.10179397776418202,0.23510731203184018,0.18679794721519707,0.16038112662470896,0.11490623584403223,0.11164973770422337,0.16662337071755573,0.08606828640891155,0.21207560806028594,0.2105026207148247,0.23111353338429189,0.16939752675732572,0.23623386306950198,0.10811867342866607,0.17306283691425225,0.06617778673911466,0.028567871893682633,0.04908741382542618,0.22200592428248692,0.1658059228553872,0.13917712289401135,0.18149194834348256,0.17059465423778358,0.21127353792101222,0.2120023303986435,0.22220170599360983,0.17816360358669692,0.23317032693652204,0.21506766120580764,0.16774440480912844,0.06457406993438743,0.1888286368185372,0.1594609823901011,0.22484826932362947,0.20216617410077184,0.2271277369324484,0.15982612587908754,0.15447034358786463,0.07260224580927596,0.21463089886104766,1.0,0.3189001066258388,0.2148051693731147,0.2161436060501435,0.15939170608408637,0.06522021572545451,0.0803837506127536,0.2372370742355218,0.130182661335689,0.17266528126134645,0.21637125631811338,0.08162647498793968,0.22997010340640076,0.09738684029538408,0.1812755385709754,0.22387956029940873,0.1517465529208188,0.17186796947776303,0.2302442979816962,0.1932378610521894,0.11741758737837314,0.2280159431822985,0.1992550105341102,0.06777095855939429,0.15471399771776206,0.07115721667626654,0.23358075628164515,0.011871723309110186,0.20873621463072264,0.15472300612983778,0.1471238677837981,0.08809374668426899,0.20480315267746427,0.05152437778878785,0.16423990519157322,0.1551588665081418,0.20837655614078707
63,V65intent1,0.5237749319082203,0.5546866848008634,0.3636624902218488,0.5624679429190614,0.32448224298002726,0.5585382160979228,0.1318385986410117,0.4333840487812786,0.3293673379024581,0.5456557698897638,0.5123709142253523,0.535906544094189,0.5647394311570897,0.40503525847798494,0.48238874297875206,0.41908594891451406,0.5210338053440094,0.49243867970100236,0.37916929545883443,0.4106588340121119,0.483015517123643,0.3246087913800068,0.3726105186779008,0.5665808715122259,0.5165263673887067,0.4810351717830745,0.4033269684926462,0.41630619340325803,0.4802721402762426,0.3402621515064748,0.5457554331302924,0.5452746294323016,0.5598156153395456,0.4924340351650384,0.5651399551725679,0.39804143119159174,0.48926149612973774,0.2700352771547376,0.13562099359267996,0.2312400136719683,0.5524207297363593,0.48351305520793664,0.44315927658846743,0.514691204612931,0.4926211364867536,0.54501770888902,0.5357541418976124,0.5556626437567118,0.5019528596568424,0.5655638381154691,0.5461164735631354,0.48478642672378536,0.2833624561891302,0.5174670358788798,0.47538540307416005,0.5604934158991487,0.5351328910850182,0.5610616009966011,0.4804757401002056,0.4634714429898864,0.31531750652756596,0.5469832698163526,0.3189001066258388,1.0,0.544911425167581,0.5460892540295507,0.47772598491076457,0.2938191359307423,0.3238989229716007,0.5661178346406668,0.4265307363458088,0.4946800162377622,0.5482999142792762,0.3207886269722918,0.5627248362145015,0.3754736881632169,0.5046309805620751,0.550621508942842,0.46932080253634095,0.4968612123233384,0.5595751604452258,0.5211704621245237,0.40936268269069787,0.5592650556063143,0.5290357021587607,0.2853185047386264,0.4733998959972686,0.3105312700065504,0.5631870391594423,0.06294290290648026,0.5387098121424028,0.47500570994169206,0.46171026285523126,0.3420616816907573,0.5346652997020319,0.24188174459664696,0.49107265256474625,0.4680500114532748,0.5415732119245977
64,V66intent1,0.41262050601993233,0.4449202972335693,0.24986147442520862,0.4534380759680462,0.22399096917660632,0.4522085895662235,0.07756173451036733,0.31766450551156866,0.22293625169449258,0.43640331296599183,0.3988430849449652,0.42474674555126046,0.45687644590364856,0.29180163461189884,0.36916701318994966,0.3056173016704182,0.4077012836730816,0.3799042614866737,0.26940525988171277,0.2941696521318292,0.3726724107916186,0.2157055976441689,0.26391895949926525,0.45821569528423456,0.4030740176174967,0.3686254902747204,0.2921144502797638,0.30040334238051497,0.3680707473888514,0.23443700377863685,0.431241991255263,0.4345578903151357,0.4502400973666129,0.3786559413988276,0.4575639145881382,0.287914333956399,0.37700556283594516,0.17686516438279482,0.08088947046802984,0.14558152082347586,0.4446454607369332,0.37056577314106937,0.3290508620277334,0.40480804530693093,0.37985769018517923,0.43850332656863583,0.4225273055216836,0.447809444158688,0.39028928888186776,0.45590315882274624,0.4352771321284113,0.3725908782900324,0.18432008211101583,0.4052709214718213,0.3619519438186306,0.45236821614470346,0.4267656593414487,0.4533051967743728,0.36696692895734656,0.35141525501716175,0.21369508411978771,0.4380309794819887,0.21480516937311472,0.5449114251675811,1.0,0.4355918306909336,0.36568232341318796,0.19320044353885935,0.22020353451723484,0.4576846414614389,0.31280043879758407,0.38131863027112645,0.4372989018148837,0.21609487804736613,0.4550239230061104,0.2671940596533737,0.39356028612609867,0.44225759243628654,0.35434717633644797,0.3819091306076732,0.45229897971772276,0.41022489513664656,0.29677471639370573,0.4483685749806374,0.41851829104009525,0.1879180870381734,0.35845694322647603,0.21130922411633862,0.45497865829735484,0.03441440329911456,0.4249201515017728,0.36088130588656087,0.3467562970788016,0.23673761109570107,0.4244485333378916,0.14929506076686222,0.3776195950966281,0.3526305548216652,0.43203305955625654
65,V67intent1,0.41477492582652986,0.4480746731646319,0.2534745661804116,0.4544904264096064,0.21921025187281987,0.45277413336857314,0.07425429803472615,0.32289071137392195,0.22731348248031666,0.4388926214245191,0.40331332221635335,0.42952226417817335,0.4590554603354417,0.293588262941713,0.37220696790408525,0.307167333882961,0.4116866098509077,0.3785727331484775,0.2676739511396979,0.2992167597022824,0.37171488040921025,0.2247414055056176,0.2641461577788447,0.4606698185513572,0.4077469010117965,0.3686345210250554,0.2921178933520367,0.3088525523237312,0.37213443099695404,0.23482113567413374,0.4359625350252707,0.43676086549178555,0.45357151780582733,0.3798944643988271,0.45958186285280295,0.28819269950625,0.3796031070177177,0.1775967511762376,0.08344084114223009,0.1500628410884121,0.4485582010848492,0.37180395568053987,0.3313362497617371,0.4085317625305567,0.3821444251478786,0.43846570471018703,0.4246071307156369,0.4498710554102776,0.3927294624502604,0.4589012913409917,0.43554316689146716,0.376093596940511,0.18349594338215883,0.4066252866581354,0.3613634390613441,0.4515402577213495,0.42750644157274204,0.45598519100519824,0.36859192804653407,0.3511876240037448,0.21492276368773675,0.44243126399354066,0.2161436060501435,0.5460892540295508,0.4355918306909336,1.0,0.366521035359089,0.19082326600196228,0.22262640715217585,0.4597287526660965,0.3103795218524948,0.38379099386709115,0.43962384084351686,0.22397124970833115,0.4564823934245352,0.2628562142537602,0.393702969334702,0.44165932990996,0.35799628493899766,0.3856290606617934,0.45740703631587615,0.41239584059393336,0.29977792385518215,0.45060221409148277,0.4201083906803659,0.18899892442327235,0.3617649586934744,0.21042635396054166,0.4577983226292864,0.03580585100045855,0.429474602274992,0.3628759538637987,0.3529732383147239,0.23677672859165247,0.4264271558666059,0.15721675470279217,0.38276678429049527,0.35452615880186866,0.43348874677218147
